kind	id	sha256	verdict	notes
asset_source	items/imported_artifact_bound_runestone_inert_2.json	9e4fc83afa39b2f11083c0b21cf9877256819d47d1c9577ed858d2dccc7d11c4	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bound_runestone_inert_3.json	77971f01bae618e555a294bf0ce6c669ae946bac2d0c77866e5546a89d1ec189	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bowl.json	fa11b46ad5d871f47491c9d8328e12d1a1f18b7aa0cb29c11f2329b247ce9645	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bullion.json	c9d61d1530665ec15b0f482e199f8653a2a810e87d3bc7632d55c5be389672b6	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_coins.json	275b5ef817885c2084d54a00376fdf888a6e0f555a61832e24e2b71d4dde022b	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_corroded_copper_ring.json	070bc18c282d3417c08e7c71952a48b2ba50a47c9b7d807497916266cce4c05a	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_dark_bone_figurine.json	65f59539ec35ce9c0bf5de1df6a7f12632d1cf1a13702c9bf4cf5d1910023d15	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_diamond_ring.json	85559e16433e830a303ca17761f9c2e1ec155245e35cf19b11db99f9e951d409	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_dripping_orb_1.json	5494a3dbe1d3ff3cfa0b588e06d19e5acda2e654143c7fbffef5f64244a81af8	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_dripping_orb_2.json	7834a39c39427a1005940115e444150d445aeeb1c8ff233ba6c2ad6ed5e6cbe8	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_emerald_ring.json	c0bcbf0620902c39986f1852265429c0a3c56f4fff0b300fe4509db38f508b9f	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_emperyeanjewel.json	0abfa942708459055f3531c8f87ad9d2d1f6310355102f5c077e08b5bc618ae2	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_flute.json	2837e9c315403c7343b4b8fce8eeb568dd5085f9c012e3ff4c852f4ec5162369	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_ghoul_heart.json	c5bd5f41e73a1d22cadb86cdfa2b7622d909dadabedfbf2123a005634799b0c0	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_heart_mechanism.json	a8bf6102699c9b1b1d1bb734862be6dba4edd4317e21f3e5d4eb376fe4195aab	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_lodestone.json	47452c338f8be43ac236a9a328a10332e760a109928b5745b5712f24b12d6faf	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_malignember.json	1e94c9208511a8b2d98d7bccae60e08755a95b1586f673ccae61bc83bf39b716	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_oddstone.json	f1f4713a5980a981e7d6fcc7cb8e19dcc8c76d7702ed7ef3963c34b4d1f8f725	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_philosopherstone.json	03bf18bcc3a068b6eaca3015217f5db75d40e769130c36451cfe0bb15c6db7ee	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_plain_copper_ring.json	004f46d89761333fb36099e10a02b86a71e12e46cada87b18ceb7d02f4fd5c93	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_ritualdagger.json	28af41064bc7453c3da9c37903ad45059b94febab9a20366f475f625b8f9a2b9	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_back.json	9556e970c9ab6cf27b52d270b6b33c02b083fe32b257d77ff324e481a12c7ff8	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_inscribed_large.json	5edf7ee670913dc66c4e41ca0002397756a9db95ceff1ad3edca9d19c00b6b78	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_inscribed_medium.json	57e545eeed40119395b30fd62f553eb104ba3517b7ce582cb5863f7f2327153f	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_inscribed_small.json	b9cac0ae1d2c69a7837f3350677bc6493ebe653387fb10c69a75f333e4d16fb5	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_inscribed_tiny.json	6c1f8cd22627baef4c9e2b89d83e56fcb9333d614793165f5e3a6f55f9f815a3	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_large.json	99080d9f38641878c015b9cf1fb1b142ba166d0ebfb71634e16c709f59fff745	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_medium.json	22fa4c94a8c5a3aff459f5f92584967f1b56602b758abaa80b4f8decc1ec80e0	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_small.json	ca081d2422d9a8142cc9b93bc7c6b1a13e575b15b861c0dc7244c79d71770063	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_tiny.json	9b92c5f240d7cfe6013dcd2c9fc45c63b634a8b9c5506d064082e92b05c95a46	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_frigid.json	cccb505275a8c64bd3df5e3c16fd8c1a4241f2ccc3ded79e6b204c05bf49e143	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_inert.json	5864486a2ef75c6d1b40aec8efa31a0d67146ef2869c05e30d980743b2d27918	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_0.json	5e11537d06c690029199035f2892b86a52a31498fbf8d12e758761b85921f2cb	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_1.json	0f95aaadb043ebd99a70d79eb31e8b48b1a9574567fbfb2e97ec40f3a7478f3b	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_10.json	83eea73925b5ccea41058772a888fbc1e4bbadca2638134da5f0803686f3a67a	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_2.json	211faa39df90bed7d68cfdbac6f1220e420d842233ec52535bfa4186faa2b1c3	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_3.json	260487a90838e4f8332dbfe45e2728b75513e8a64b70808a69742ba63a40a843	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_4.json	9e8dab1d9c9aa23382dba7e247865db54cf0e131e56d730b79d1dd0fcacc15bd	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_5.json	9c9997f4b8b893e4496ab06694eff738459113ac5e3bb94b9ec367094ed11fd6	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_6.json	cced327bd4356d82b12400e389b89e03e950538875581ba753373b0c02b15700	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_7.json	b33f25e53df1c9c2863051949e9cc6b0ea7a64207f2050ee00273ae67463a4f4	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_8.json	5117832c98a77716f468c28e296baf3a7cefcb3c82c5487f0f6d1bd240bbc689	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_9.json	b4145fb9ff437abbbee460b67badc5e5e2ba4ec4f03519d802d8ce7bf15d9867	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_smallpot.json	c7018f4b85cc353da8c618bb629659ec476167bbb7885f0452a0df95901d6c44	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulmatrix.json	781b2534aeaac379fe67bd5ff962296dee3d0d09780bffc3870876955967dd65	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_large.json	9612756f0ea8420de6dd79daae34545ec73878d44662cc884364f7bbc5bb1b78	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_large_inert.json	31638f392ee82b45e255be122bd1dda81943c5cc1ca73e3909d40c51a26c3069	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_medium.json	a9be14d1bb32ff2b7769c8d5d46811a862036e9e53f802773180b427287a829a	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_medium_inert.json	33b274657257fc1e3e6c0cc42553b5bd6e41778831860dcec52b54b1c6c7b759	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_small.json	824ecf2c3318e72d1b1b8f75ac19e3bbf722bf86df839a3b27a31a1ca157fdc3	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_small_inert.json	54954f06d82564fe90a6673968962422e6a2fba34c525b537cf4c0d33421fdaa	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_star.json	edcc2ebe87552ae66f7bf1ce4f3207817de399d9ef7613745a7fbadeaafda506	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_star_animated.json	412698903d70aadbc2ec0220d7805d8f24d15734d4a601117a971eb036cbf648	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_trilobite_fossil.json	f11e61ea20ee7266adaa6eb3129e0f6031a86082dcad5497194adecb25a5fbe9	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_trilobitefossil.json	e257cb9b7bba926997709e59a2462510fc14e0736103b7905d8b695c6a98c451	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_woodheart.json	45f20b238a66a985a18aed2f318ac499d86b592be1acb001263b09e48e25ae0c	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_blood_salts_2.json	8a1fbc11be278a0224afd70a52438c0d6e7088714b5f398944bb0913b6a7ef7a	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_abyssal.json	54458bd508e20eff2a996569599ba971410c1a7eedf9617973ca1da0c735e17f	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_blight.json	9bfe73a40a488de58f2839e8929e8e9f374dbbdf34d9bb3e44567b9d4343ab45	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_celestial.json	802ae91693881bf754f66de6b2337af8ff394861038e22574da0583c0f3778ab	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_deep.json	6c6fd6cb0675f68144e9321af2883c94171f4fddb18648ebfa66f0aba6656509	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_infernal.json	e2621c28eb3e2c0419fb770014e931358b8a97da4709f06458137715dc64c3b6	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor.json	53d1ef3459dead857e52d545817fafce2f1d3a408264b37aff54b5cf18d50f7c	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_abyssal.json	19d78163ac82fe05927f8c2f7b4f1836645309fb161706cd44386f6fc88b9a33	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_blight.json	03ca159ef12164e0dcbc6fb530e80ab45a2f127fcd7009cb3c6de385f583deef	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_celestial.json	be65eb7333233058dd6307ecbb28bfa3fa3dc4426fbab00725a3b135ed3a8a35	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_deep.json	dba5f0102b8e89eeb564c0c43662ebee696cd1d18cb928cf3752088fbd71e935	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_infernal.json	8d6ccff256f5e6e1f732d2e4aa7fd25a5bc0d68e3af5de3a7c67a8bde7bf7573	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_wild.json	10d59e886501e2af318cbd1849c757717b357a4ec8e2944628282b7ca4c44c62	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_wild.json	5531df7c04b0ad6611e346f48cd5b9ce0f53eba46746120dc7b5c1bd078c8352	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_page_written.json	8fd0635729db2ea175a2574988e83a7085b94997ee46248b95ecb1c0ebaed228	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_tattered.json	2c728e52459e43f84393a3e17fb3cd444a5617388d0d8f18c5e00af633a9bd7e	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_device_miniportal.json	8497faedf4ea704198dadbebdc277a2cd61417ae9549c0e1d701768cce87e531	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_device_miniportal_active.json	038f84469f9ee46585d591775edcd0b176a7aa3786c75f8fc26e3b4ba5f99220	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_apple_green.json	4fb7cfe27530f02f453ad711040e16dd7434a7b36cfa61948e285773b3fc588d	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_apple_wormy.json	b01b9ef0ccb596fcabb45173afc0499b1df7f20ce100a02266377252d15b12cb	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_apple_wormy_2.json	0f358ba4d6e16726b92ee750440eba6d0b271d603fdb0f09eeebc4003a4d1a28	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_bacon_cooked.json	1ec9c2fc857416a631e80aaba5a962133c8f4fe84b1c6e77cae4571e1157ffd7	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_bacon_raw.json	03e09b22ea586a54377e3131697b7db6dffb1c9be55898d3992e2bc3212c0021	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_beans.json	5b5ea84ad2d8a31ad08a87ee893f24ae34d5ba3a9f0ecec74cb3e8940dc355aa	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_beet.json	c903dec71d6d0f96dec83d5562a98e0483b857b892e37d08f4bb7051613f7a99	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_billberry.json	5931f3021f1e1d51f47891a502853d65f0bd9a7526e340a9c8b6d91dacb17da1	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_blackberry.json	3d5fc3eb0643b7327240b5f0948f040035243b8d1f48a560b54e864ef0e56f3e	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_blueberries.json	15ff3d4e0be52ce3d315d2092ebcb043d45cc162a0af677fbad3b4d7ffd6976b	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_bread_big.json	9f80b0e117a24565224352e8fe3701b3587a7308700707dd7161512473d25c3b	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_cabbage.json	0bf3c23b4f9638ec021bf602b709c2a35df801cc598b05644cbfdf52b75b24c5	PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
