capture_id	screenshot	page	slot	x	y	width	height	sha256
model/item/black_iron_greataxe/gui	0053_vfx011-items-evidence-gui-mip4-normal-page01.png	client-000.png	0	0	0	256	164	cc92403f7e2a4020bbc645ea52605cd8502ada27acad6bfc54076fb208d0b40b
model/item/black_iron_greatsword/gui	0053_vfx011-items-evidence-gui-mip4-normal-page01.png	client-000.png	0	0	0	256	164	cc92403f7e2a4020bbc645ea52605cd8502ada27acad6bfc54076fb208d0b40b
model/item/calamity_blade/gui	0053_vfx011-items-evidence-gui-mip4-normal-page01.png	client-000.png	0	0	0	256	164	cc92403f7e2a4020bbc645ea52605cd8502ada27acad6bfc54076fb208d0b40b
model/item/claymore/gui	0053_vfx011-items-evidence-gui-mip4-normal-page01.png	client-000.png	0	0	0	256	164	cc92403f7e2a4020bbc645ea52605cd8502ada27acad6bfc54076fb208d0b40b
model/item/crescent_greataxe/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/crimson_cleaver/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/crystal_frostblade/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/crystal_frostscythe/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/demonic_sword/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/demons_blood_blade/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/demons_blood_pick/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/demons_blood_shovel/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/demonslayers_greatsword/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/dragon_sword/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/emerald_greatcleaver/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/ethereal_frostblade/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/flamberge/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/gilded_phoenix_greataxe/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/gloomsteel_greataxe/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/gloomsteel_katana/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/gloomsteel_knife/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/grand_claymore/gui	0054_vfx011-items-evidence-gui-mip4-normal-page02.png	client-000.png	1	256	0	256	164	244028eaec8d39dbce4f289bbd6bb39931aa2b57885e90159d2d89dc35e0a963
model/item/heavenly_partisan/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_battle_axe/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_broadsword/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_dagger/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_greataxe/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_halberd/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_hay_sickle/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_mace/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_polearm/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/iron_sai/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/lycanbane/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/moonlight/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/nature_sword/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/nocturne/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/oculus/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/phantomguard_greatsword/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/phantomguard_partisan/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/piercer/gui	0055_vfx011-items-evidence-gui-mip4-normal-page03.png	client-000.png	2	512	0	256	164	00dcc24d396bc20efea3c332048d8fd524e90a8b09c57a5cc1fe212047b44e67
model/item/ravenous_blade/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/revenants_darkscepter/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/revenants_gravecleaver/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/revenants_gravescepter/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/runic_piercer/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/sacrificial_cleaver/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/skeleton_axe/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/solstice/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/spider_sword/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/talonbrand/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/talonpick/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/talonshovel/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/treacherous_axe/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/treacherous_bludgeon/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/treacherous_cleaver/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/uchigatana/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/vaelith/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/valhakyra/gui	0056_vfx011-items-evidence-gui-mip4-normal-page04.png	client-000.png	3	768	0	256	164	5c44e13c2bb6bd5bc5352b24c7487d7db939f2bdb13aa3d9ff99c2921d52fc26
model/item/vengeance_blade/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/vesper/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/vindicator/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/viridian_greataxe/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/viridian_pickaxe/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/viridian_shovel/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/void_oculus/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/windreaper/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/winterthorn/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/wooden_bludgeon/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/wooden_tonfa/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/zenith/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
item/dark_herald_spawn_egg/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
item/darkness_creature_spawn_egg/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
item/first_vessel_spawn_egg/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
item/light_herald_spawn_egg/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
item/power_test_actor_spawn_egg/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
item/radiant_sentinel_spawn_egg/gui	0057_vfx011-items-evidence-gui-mip4-normal-page05.png	client-000.png	4	1024	0	256	164	188483fa902b83b9f7e153e4af23bdd2f16f0e6bd0dd51cb191cfab0a3a17333
model/item/amethyst_greatblade/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/amethyst_greatpick/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/amethyst_greatshovel/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/ancient_greatslab/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/azure_dagger/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/azure_greataxe/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/azure_greatsword/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/azure_pickaxe/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/azure_sabre/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/azure_scythe/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/azure_shovel/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/berserkers_cleaver/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/berserkers_greataxe/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/black_iron_clobberer/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/black_iron_greataxe/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/black_iron_greatsword/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/calamity_blade/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/claymore/ground	0058_vfx011-items-evidence-ground-mip4-normal-page01.png	client-000.png	5	0	164	256	164	80af99b6d507899c3c3af4fddd09182e2bc27275154c1e57b0c4614267af25c9
model/item/crescent_greataxe/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/crimson_cleaver/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/crystal_frostblade/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/crystal_frostscythe/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/demonic_sword/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/demons_blood_blade/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/demons_blood_pick/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/demons_blood_shovel/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/demonslayers_greatsword/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/dragon_sword/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/emerald_greatcleaver/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/ethereal_frostblade/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/flamberge/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/gilded_phoenix_greataxe/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/gloomsteel_greataxe/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/gloomsteel_katana/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/gloomsteel_knife/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/grand_claymore/ground	0059_vfx011-items-evidence-ground-mip4-normal-page02.png	client-000.png	6	256	164	256	164	37fb42a3550a635f2e9e367df2367d8d8db2c3cb2f2702cebf3c76ddbb5d1e6d
model/item/heavenly_partisan/ground	0060_vfx011-items-evidence-ground-mip4-normal-page03.png	client-000.png	7	512	164	256	164	5a6d0516870a8ce3edc221d13f1478cde899476d4a7a300202f8a0053209144b
model/item/iron_battle_axe/ground	0060_vfx011-items-evidence-ground-mip4-normal-page03.png	client-000.png	7	512	164	256	164	5a6d0516870a8ce3edc221d13f1478cde899476d4a7a300202f8a0053209144b
model/item/iron_broadsword/ground	0060_vfx011-items-evidence-ground-mip4-normal-page03.png	client-000.png	7	512	164	256	164	5a6d0516870a8ce3edc221d13f1478cde899476d4a7a300202f8a0053209144b
model/item/iron_dagger/ground	0060_vfx011-items-evidence-ground-mip4-normal-page03.png	client-000.png	7	512	164	256	164	5a6d0516870a8ce3edc221d13f1478cde899476d4a7a300202f8a0053209144b
model/item/iron_greataxe/ground	0060_vfx011-items-evidence-ground-mip4-normal-page03.png	client-000.png	7	512	164	256	164	5a6d0516870a8ce3edc221d13f1478cde899476d4a7a300202f8a0053209144b
model/item/iron_halberd/ground	0060_vfx011-items-evidence-ground-mip4-normal-page03.png	client-000.png	7	512	164	256	164	5a6d0516870a8ce3edc221d13f1478cde899476d4a7a300202f8a0053209144b
