kind	source	page	tile_or_slot	bounds	verdict	notes
asset_source	items/gilded_phoenix_greataxe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/gloomsteel_greataxe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/gloomsteel_katana.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/gloomsteel_knife.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/grand_claymore.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/green_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/heavenly_partisan.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_ammolite.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_amulet.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_beating_heart.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_blackpearl.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bloodstone.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bonefigurine.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bound_runestone_active_1.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bound_runestone_active_2.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bound_runestone_active_3.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bound_runestone_inert_1.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bound_runestone_inert_2.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bound_runestone_inert_3.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bowl.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_bullion.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_coins.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_corroded_copper_ring.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_dark_bone_figurine.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_diamond_ring.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_dripping_orb_1.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_dripping_orb_2.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_emerald_ring.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_emperyeanjewel.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_flute.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_ghoul_heart.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_heart_mechanism.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_lodestone.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_malignember.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_oddstone.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_philosopherstone.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_plain_copper_ring.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_ritualdagger.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_back.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_inscribed_large.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_inscribed_medium.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_inscribed_small.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_inscribed_tiny.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_large.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_medium.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_small.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_dark_tiny.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_frigid.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_inert.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_0.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_1.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_10.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_2.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_3.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_4.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_5.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_6.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_7.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_8.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_runestone_overlay_9.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_smallpot.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulmatrix.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_large.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_large_inert.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_medium.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_medium_inert.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_small.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_soulstone_small_inert.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_star.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_star_animated.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_trilobite_fossil.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_trilobitefossil.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_artifact_woodheart.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_blood_salts_2.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_abyssal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_blight.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_celestial.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_deep.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_infernal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_abyssal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_blight.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_celestial.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_deep.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_infernal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_recolor_overlay_wild.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_grimoire_wild.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_page_written.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_book_tattered.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_device_miniportal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_device_miniportal_active.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_apple_green.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_apple_wormy.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_apple_wormy_2.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_bacon_cooked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_bacon_raw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_beans.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_beet.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_billberry.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_blackberry.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_blueberries.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_bread_big.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_cabbage.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_chickpeas.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_coconut_normal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_coconut_opened.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_coconut_straw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_cranberries.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_fig.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_fish_fillet_cooked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_fish_fillet_raw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_fish_fillet_smoked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_fisherberries.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_garlic.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_grapes.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_jerky.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_leek.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_lentils.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_lettuce.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_muckroot.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_mulberries.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_mungbean.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_onion.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_pantao.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_pepper.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_prickleberries.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_radish.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_raspberries.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_redbeans.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_salmon_fillet_cooked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_salmon_fillet_raw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_salmon_fillet_smoked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_sausage_cooked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_sausage_raw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_silver_pear.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_beef_cooked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_beef_raw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_beef_salted.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_cheval_cooked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_cheval_raw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_cheval_salted.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_mooshroom_cooked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_mooshroom_raw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_pork_cooked.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_pork_raw.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slab_pork_salted.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slice_cantaloupe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slice_honeydew.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slice_hornedmelon.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slice_squash.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_slice_wintermelon.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_spinach.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_stew_sweetpod.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_strawberries.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_sunberries.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_sweetpod.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_tomato.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_uradbean.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_food_wisdomfruit.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_magic_essence_blood_dust.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_magic_essence_sacred_dust.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/imported_magic_essence_soul_dust.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/indigo_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/infected_rainbow_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_battle_axe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_broadsword.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_dagger.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_greataxe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_halberd.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_hay_sickle.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_mace.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_polearm.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/iron_sai.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/light_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/light_herald_spawn_egg.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/lycanbane.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/moonlight.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/nature_sword.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/nocturne.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/oculus.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/orange_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/phantomguard_greatsword.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/phantomguard_partisan.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/piercer.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/power_test_actor_spawn_egg.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/pure_light.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/radiant_sentinel_spawn_egg.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/rainbow_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/ravenous_blade.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/red_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/revenants_darkscepter.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/revenants_gravecleaver.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/revenants_gravescepter.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/runic_piercer.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/sacrificial_cleaver.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/skeleton_axe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/solstice.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/spider_sword.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/talonbrand.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/talonpick.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/talonshovel.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/treacherous_axe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/treacherous_bludgeon.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/treacherous_cleaver.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/uchigatana.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/vaelith.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/valhakyra.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/vengeance_blade.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/vesper.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/vindicator.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/violet_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/viridian_greataxe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/viridian_pickaxe.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/viridian_shovel.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/void_oculus.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/windreaper.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/winterthorn.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/wooden_bludgeon.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/wooden_tonfa.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/yellow_crystal.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	items/zenith.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	lang/en_us.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/block/amethyst_ward.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/block/amethyst_ward_powered.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/block/arcane_crucible.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/block/arcane_crucible_active.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/block/darkness.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/block/pure_light.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/item/amethyst_greatblade.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/item/amethyst_greatpick.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
asset_source	models/item/amethyst_greatshovel.json				PASS	Manually accepted resolved graph/schema contract; no pixel surface applies
